learner_id,learner_name,birthdate,sex,municipality,school,age
LRN-1050,Antonio Aquino,2011-10-07,F,Pasig,Mabini Academy,8
LRN-1051,Carlos Lopez,2012-02-29,M,Cebu City,Rizal Elementary School,11
LRN-1052,Juan Garcia,2014-01-23,M,Quezon City,Quezon Science High,16
LRN-1053,Pedro Reyes,2014-03-25,F,Manila,Davao National High,15
LRN-1054,Maria Aquino,2012-12-10,F,Makati,Bonifacio High School,13
LRN-1055,Rosa Lopez,2014-02-04,F,Makati,Quezon Science High,17
LRN-1056,Lisa Santos,2010-02-23,F,Manila,Bonifacio High School,7
LRN-1057,Antonio Dela Cruz,2014-06-06,F,Cebu City,Bonifacio High School,12
LRN-1058,Ana Aquino,2013-11-10,F,Manila,Cebu Central School,8
LRN-1059,Lisa Lopez,2006-05-14,F,Manila,Mabini Academy,14
LRN-1060,Antonio Dela Cruz,2007-06-05,M,Makati,Quezon Science High,5
LRN-1061,Elena Reyes,2008-09-12,F,Davao City,Mabini Academy,12
LRN-1062,Jose Lopez,2014-08-25,F,Taguig,Bonifacio High School,12
LRN-0067,Elena Bautista,2007-05-28,M,Davao City,Quezon Science High,10
LRN-1064,Maria Reyes,2012-09-02,F,Cebu City,Rizal Elementary School,15
LRN-1065,Carlos Bautista,2015-01-14,M,Quezon City,Quezon Science High,17
LRN-1066,Pedro Reyes,2009-01-09,M,Quezon City,Davao National High,10
LRN-1067,Antonio Santos,2013-12-30,F,Makati,Cebu Central School,18
LRN-1068,Pedro Lopez,2010-07-16,M,Taguig,Bonifacio High School,18
LRN-1069,Carlos Lopez,2008-12-21,F,Davao City,Bonifacio High School,7
LRN-1070,Jose Garcia,2015-12-01,M,Pasig,Mabini Academy,12
LRN-1071,Elena Mendoza,2014-03-11,F,Pasig,Mabini Academy,11
LRN-1072,Carlos Bautista,2008-01-09,M,Manila,Bonifacio High School,5
LRN-1073,Lisa Garcia,2006-05-02,M,Makati,Rizal Elementary School,6
LRN-1074,Juan Santos,2008-09-20,F,Pasig,Rizal Elementary School,8
LRN-1075,Ana Wong,2005-12-31,M,Quezon City,Mabini Academy,13
LRN-1076,Carlos Garcia,2015-07-23,F,Cebu City,Bonifacio High School,6
LRN-1077,Lisa Aquino,2014-10-23,F,Davao City,Davao National High,9
LRN-1078,Ana Santos,2009-09-19,F,Pasig,Davao National High,9
LRN-1079,  antonio aquino  ,Invalid Date,m,Nowhere,Mabini Academy,18
LRN-1080,Jose Villanueva,2006-11-11,M,Cebu City,Mabini Academy,7
LRN-1081,Lisa Santos,2005-05-11,M,Taguig,Quezon Science High,18
LRN-1082,Carlos Villanueva,2011-11-29,F,Quezon City,Quezon Science High,17
LRN-1083,Carlos Lopez,2013-07-28,F,Pasig,Bonifacio High School,17
LRN-1084,Pedro Dela Cruz,2013-07-30,F,Manila,Quezon Science High,6
LRN-1085,Juan Lopez,2012-07-07,F,Cebu City,Rizal Elementary School,15
LRN-1086,Jose Bautista,2005-12-12,F,Manila,Cebu Central School,14
LRN-1087,Jose Garcia,2014-07-04,M,Manila,Rizal Elementary School,8
LRN-1088,Antonio Aquino,2015-08-10,F,Cebu City,Bonifacio High School,11
LRN-1089,Maria Mendoza,2011-10-28,M,Pasig,Quezon Science High,14
LRN-1090,Pedro Lopez,2006-04-29,F,Quezon City,Mabini Academy,14
LRN-1091,Juan Garcia,2012-12-25,F,Makati,Bonifacio High School,10
LRN-1092,Pedro Bautista,2009-12-05,M,Taguig,Rizal Elementary School,11
LRN-1093,Pedro Reyes,2005-01-31,M,Pasig,Mabini Academy,10
LRN-1094,Carlos Bautista,2009-07-24,F,Pasig,Davao National High,18
LRN-1095,jose bautista,02/07/2005,f,Pasig,Cebu Central School,15
LRN-1096,  maria santos  ,Invalid Date,Unknown,Nowhere,Cebu Central School,16
LRN-1097,Pedro Garcia,2012-06-06,M,Taguig,Cebu Central School,13
LRN-1098,Antonio Santos,2010-06-06,F,Davao City,Bonifacio High School,13
LRN-0387,Rosa Aquino,2015-09-16,F,Manila,Davao National High,17
LRN-1100,Lisa Santos,2006-09-28,F,Cebu City,Mabini Academy,16
LRN-1101,Ana Aquino,2012-01-17,F,Davao City,Davao National High,9
LRN-1102,Antonio Bautista,2007-05-04,M,Quezon City,Rizal Elementary School,11
LRN-1103,Rosa Aquino,2015-02-11,F,Quezon City,Quezon Science High,16
LRN-1104,Pedro Lopez,2012-08-27,M,Cebu City,Quezon Science High,10
LRN-1105,Pedro Garcia,2007-01-30,F,Quezon City,Cebu Central School,7
LRN-1106,Antonio Lopez,2009-05-19,F,Quezon City,Mabini Academy,15
LRN-1107,Maria Lopez,2011-12-05,M,Pasig,Davao National High,5
LRN-1108,Lisa Villanueva,2011-08-16,F,Pasig,Cebu Central School,17
LRN-1043,Jose Garcia,2006-02-14,F,Pasig,Quezon Science High,14
LRN-1110,Maria Aquino,2007-07-26,M,Manila,Rizal Elementary School,16
LRN-1111,Juan Santos,2008-09-18,F,Davao City,Mabini Academy,8
LRN-1112,Juan Reyes,2007-09-18,M,Makati,Bonifacio High School,17
LRN-1113,Carlos Lopez,2009-05-01,M,Taguig,Rizal Elementary School,5
LRN-1114,Rosa Garcia,2006-03-04,M,Taguig,Cebu Central School,17
LRN-0846,Maria Bautista,2013-05-11,M,Quezon City,Davao National High,7
LRN-1116,Jose Wong,2007-09-07,M,Davao City,Rizal Elementary School,13
LRN-1117,Elena Dela Cruz,2013-10-15,M,Manila,Rizal Elementary School,6
LRN-1118,Pedro Aquino,2007-07-06,F,Manila,Quezon Science High,16
LRN-1119,Lisa Wong,2009-01-03,M,Quezon City,Rizal Elementary School,14
LRN-1120,Pedro Bautista,2015-03-06,F,Quezon City,Mabini Academy,12
LRN-1121,Jose Bautista,2014-06-27,F,Taguig,Rizal Elementary School,10
LRN-1122,Carlos Lopez,2006-09-18,M,Davao City,Davao National High,10
LRN-1123,Carlos Wong,2010-02-09,M,Taguig,Cebu Central School,13
LRN-1124,Elena Garcia,2010-11-22,F,Manila,Bonifacio High School,6
LRN-1125,  antonio lopez  ,Invalid Date,M,Nowhere,Bonifacio High School,11
LRN-1126,Elena Dela Cruz,2011-08-10,F,Manila,Rizal Elementary School,13
LRN-1127,Lisa Garcia,2012-05-03,M,Davao City,Davao National High,15
LRN-1128,Jose Reyes,2009-06-03,F,Cebu City,Davao National High,15
LRN-1129,Antonio Aquino,2008-08-20,M,Makati,Cebu Central School,12
LRN-1130,Jose Reyes,2006-08-24,F,Pasig,Quezon Science High,7
LRN-1131,Carlos Mendoza,2012-10-15,M,Cebu City,Mabini Academy,13
LRN-1132,Carlos Reyes,2007-11-16,M,Cebu City,Bonifacio High School,7
LRN-1133,Antonio Villanueva,2008-08-23,F,Makati,Davao National High,6
LRN-1134,Maria Wong,2006-01-17,F,Cebu City,Davao National High,5
LRN-1135,Antonio Garcia,2009-03-03,M,Makati,Mabini Academy,9
LRN-1136,antonio garcia,19/10/2015,Unknown,Quezon City,Davao National High,18
LRN-0824,Pedro Aquino,2015-02-13,M,Manila,Quezon Science High,10
LRN-1138,Carlos Mendoza,2010-05-26,F,Cebu City,Rizal Elementary School,11
LRN-1139,Ana Mendoza,2013-11-18,F,Manila,Bonifacio High School,11
LRN-1140,Maria Reyes,2011-04-30,M,Quezon City,Davao National High,8
LRN-1141,Antonio Wong,2014-05-01,M,Manila,Mabini Academy,8
LRN-1142,Carlos Wong,2013-07-04,M,Cebu City,Davao National High,14
LRN-1143,Rosa Villanueva,2011-10-21,F,Quezon City,Mabini Academy,6
LRN-1144,Lisa Reyes,2015-07-17,M,Cebu City,Mabini Academy,17
LRN-1145,Jose Dela Cruz,2014-07-18,F,Pasig,Quezon Science High,11
LRN-1146,Lisa Lopez,2008-10-18,M,Manila,Rizal Elementary School,16
LRN-1147,Ana Dela Cruz,2012-05-02,F,Taguig,Mabini Academy,10
LRN-1148,Carlos Mendoza,2012-07-04,F,Quezon City,Davao National High,10
LRN-1149,Jose Reyes,2013-10-04,F,Quezon City,Quezon Science High,13
LRN-1150,Antonio Bautista,2012-06-10,F,Taguig,Rizal Elementary School,14
LRN-1151,Antonio Santos,2010-10-12,F,Davao City,Mabini Academy,16
LRN-1152,Juan Mendoza,2015-10-29,F,Taguig,Quezon Science High,12
LRN-1153,Ana Aquino,2006-05-29,M,Quezon City,Rizal Elementary School,11
LRN-1154,Carlos Villanueva,2006-07-07,F,Manila,Bonifacio High School,10
LRN-1155,Elena Wong,2005-05-15,M,Cebu City,Rizal Elementary School,7
LRN-1156,Maria Lopez,2013-09-25,M,Manila,Cebu Central School,6
LRN-1157,Lisa Santos,2013-04-08,M,Cebu City,Davao National High,10
LRN-1158,Maria Reyes,2010-03-21,M,Taguig,Quezon Science High,5
LRN-1159,Carlos Wong,2008-04-17,M,Pasig,Davao National High,6
LRN-1160,Jose Wong,2009-05-04,M,Taguig,Cebu Central School,11
LRN-1161,Pedro Lopez,2010-03-06,M,Pasig,Rizal Elementary School,16
LRN-1162,  maria lopez  ,Invalid Date,M,Nowhere,Bonifacio High School,16
LRN-1163,Elena Dela Cruz,2014-03-11,M,Davao City,Rizal Elementary School,18
LRN-1164,Antonio Wong,2015-05-12,M,Quezon City,Cebu Central School,11
LRN-0568,Pedro Reyes,2013-07-21,F,Manila,Cebu Central School,6
LRN-1166,Pedro Villanueva,2013-11-16,M,Cebu City,Cebu Central School,7
LRN-1167,Elena Bautista,2014-02-14,M,Cebu City,Davao National High,10
LRN-1168,Antonio Santos,2013-11-30,F,Pasig,Davao National High,8
LRN-1169,Maria Santos,2012-11-01,M,Davao City,Quezon Science High,6
LRN-1170,Ana Wong,2013-06-09,M,Manila,Quezon Science High,13
LRN-1171,Pedro Santos,2010-07-23,F,Taguig,Mabini Academy,9
LRN-1172,Maria Reyes,2007-03-17,M,Cebu City,Cebu Central School,11
LRN-1173,Rosa Aquino,2011-02-26,M,Manila,Bonifacio High School,16
LRN-1174,Elena Bautista,2005-04-24,F,Cebu City,Quezon Science High,16
LRN-1175,Jose Lopez,2009-10-17,F,Cebu City,Quezon Science High,15
LRN-1176,Jose Garcia,2005-03-18,M,Quezon City,Davao National High,5
LRN-1177,Ana Lopez,2011-09-21,F,Davao City,Bonifacio High School,6
LRN-0852,Pedro Santos,2013-10-12,M,Manila,Mabini Academy,9
LRN-0415,Rosa Wong,2010-02-20,F,Manila,Mabini Academy,14
LRN-1180,Jose Bautista,2005-03-02,M,Quezon City,Bonifacio High School,6
LRN-1181,Maria Villanueva,2012-10-17,M,Quezon City,Davao National High,11
LRN-1182,Carlos Garcia,2007-07-27,M,Quezon City,Davao National High,14
LRN-1183,Jose Lopez,2007-01-26,M,Manila,Mabini Academy,16
LRN-1184,Carlos Dela Cruz,2008-10-19,M,Cebu City,Bonifacio High School,10
LRN-1185,Elena Santos,2009-12-10,M,Makati,Quezon Science High,13
LRN-1186,Antonio Lopez,2008-01-31,M,Davao City,Quezon Science High,7
LRN-1187,Carlos Lopez,2007-08-29,F,Quezon City,Davao National High,10
LRN-1188,Lisa Reyes,2012-07-17,F,Manila,Mabini Academy,5
LRN-1189,Ana Garcia,2012-07-22,M,Taguig,Cebu Central School,7
LRN-1190,Rosa Mendoza,2008-11-21,F,Quezon City,Cebu Central School,12
LRN-1191,Antonio Mendoza,2011-05-26,M,Pasig,Davao National High,14
LRN-1192,Pedro Aquino,2008-01-06,F,Taguig,Cebu Central School,16
LRN-1193,Pedro Dela Cruz,2010-12-13,F,Cebu City,Bonifacio High School,8
LRN-1194,Antonio Garcia,2015-08-01,M,Davao City,Davao National High,9
LRN-1195,Antonio Aquino,2015-05-21,M,Davao City,Davao National High,6
LRN-0578,Elena Villanueva,2012-07-24,F,Taguig,Bonifacio High School,14
LRN-1197,Jose Wong,2012-03-06,M,Cebu City,Rizal Elementary School,9
LRN-1198,Rosa Reyes,2013-10-16,M,Taguig,Quezon Science High,11
LRN-1199,Pedro Reyes,2009-03-26,F,Cebu City,Rizal Elementary School,16
LRN-1200,Jose Bautista,2015-12-01,M,Manila,Quezon Science High,11
